source,target,en_length,zh_length
"I buck into it and feel myself pulse, and he has to pause, gagging.",我猛地一抽搐，感受着下体的跳动，而他不得不哽咽地停下来。,67,28
He coughs as he pushes off.,他咳嗽着推开了我。,27,9
I lift my balls and stroke my taint with a digit.,我托起自己的蛋，用手指轻抚着根部下面。,49,19
He looks at the wall again.,他再次看向那堵墙。,27,9
I put my hand on his head and give him a little shove.,我把手放到他头上，稍稍按了他一把。,54,17
I'm certain the rat in the kitchen is still listening.,我很肯定厨房里的老鼠还在听。,54,14
The tough ones always turn into putty in the bedroom.,在卧室里，再硬的刺头也会变成软面团。,53,18
I stroke this fox's head for the good job he's doing and it makes him lick faster and sloppier.,我奖励性地抚摸着狐狸的头，令他舔得更快，更随意了。,95,25
He trembles on me with both of our bellies touching one another.,他贴着我的身体颤抖不已。,64,12
I could tell he was already close by the pulse in his dick and the twitches in his leg.,根据他两腿及两腿间的抽动，我知道他已经临近边缘了。,87,25
He lowers until I can taste him.,他低下来，直至我能尝到他的味道。,32,16
A growl rumbles in my throat as he takes me too.,他也含住了我的，令我的喉咙发出阵阵低吼。,48,20
So we piston off on one another loudly.,于是我们大声地为彼此做起活塞运动。,39,17
"It doesn't take long for either of us to start to spurt, and we have to swallow each other's hot mouthful to keep breathing.",没过多久，我们两个就开始了喷薄，我们不得不吞下对方的热流以保持呼吸。,124,34
"When the spasms in his taint start to slow, I know we're nearly done, but I don't want it to be done yet.",他身体的抽搐逐渐减缓，我知道已经接近尾声了，可我还不想结束。,105,30
"But he still slips off, looking back at me, my seed spilling out the side of his mouth. white as the moon.",但他还是溜走了。他回头望着我，嘴角挂着我的种子，像月光一样白。,106,31
Then I lean forward to kiss him again.,然后我又凑过去吻他。,38,10
Why can't it always be like this?,为什么不能永远持续下去？,33,12
"That's why we were doing this, after all, wasn't it?",这就是我们这样做的全部理由，不是吗？,52,18
"I slip out of the bedroom, still shirtless.",我光着上身离开了卧室。,43,11
"But I freeze up when I see who's on the couch, and what he's doing.",不过在看到沙发上的人，以及他在做什么之后，我愣住了。,67,26
Apparently Ralph's trajectory goes backwards.,Ralph的弹道明显一个踉跄。,45,15
Looks like he nearly painted his own coat.,看来他差点给自己的外套染个色。,42,15
I drink this vision in with my eyes.,我用双眼将这景象一饮而尽。,36,13
"Murdoch stalks out of the room, slinging his arm around my neck and smirking at the scene before him.",Murdoch蹑手蹑脚地走出卧室，搂住我的脖子，看着眼前的景象笑了。,101,34
Ralph is hurriedly wiping himself and hopping back into his trousers.,Ralph赶忙擦了擦，把那玩意儿塞回自己的裤子中。,69,25
I don't bother cleaning myself off neither.,我也懒得清理身体。,43,9
I'm too focused on the photograph we left on the kitchen table.,我的注意力全集中在厨房桌子上的那张照片上。,63,21
"Murdoch walks up, leers at the picture, then shakes his head.",Murdoch走上前，色眯眯地看着照片，又摇了摇头。,61,26
I have to hold onto his chest for both of us to fit.,我必须抱住他的胸，好挤在床上。,52,15
"But when I wake up, he's not here.",但当我醒来的时候，他不见了。,34,14
"I half expect to see Cynthia or Madam Dora looking into my face, but I wake up to an empty room, and all of last night's memories come back to me.",我迷糊地以为会看到Cynthia或是Dora夫人，但房间里空无一人，昨晚的回忆也全部浮现在了脑中。,146,49
I push the crumpled sheets off of me and rub my face.,我推开皱巴巴的床单，揉了揉自己的脸。,53,18
"Then I stretch, and stumble into the living room of the apartment.",然后伸了个懒腰，跌跌撞撞地走进公寓的客厅。,66,21
"Ralph is sitting at the table, scooping spoonfuls of oatmeal into his mouth.",Ralph正坐在桌边，用勺子往嘴里送燕麦粥。,76,22
He laughs.,他大笑起来。,10,6
The rat shrugs.,老鼠耸了耸肩。,15,7
He rises from the table and walks over to the corner of the room.,他从桌边站起来，走到房间一角。,65,15
He pulls the cover off of a dingy looking piano.,他拉开了一架看起来脏兮兮的钢琴的盖子。,48,19
"He gingerly closes the piano casing, leaning his elbow on it and turning to look.",他小心翼翼地合上琴盖，胳膊肘在上面，转头看向我。,81,24
I give him a look for that.,我应声看了过去。,27,8
Ralph shrugs.,Ralph耸了耸肩。,13,10
He pinches the bridge of his nose.,他捏了捏鼻梁。,34,7
I can feel my face stretching into a scowl.,我能感到自己脸上绷出了怒容。,43,14
Ralph hesitates.,Ralph犹豫了下。,16,10
"I find my shirt draped on the couch and slip it over my head, then drag my suspender straps over my shoulder.",我找到搭在沙发上的衬衫，套上身，然后把吊带拽到肩膀处。,109,27
Lord knows I'll need more than luck.,我需要的可不仅仅是运气。,36,12
I take my leave and head back to the brothel.,我离开并返回了妓院。,45,10
"Ironically, Sunday afternoon at the Hip is when it's most crowded.",讽刺的是，周日下午是Hip最为拥挤的时候。,66,21
That familiar buzz of clinking glasses and too many strangers talking in a room at once hits me and it feels like home again.,熟悉的碰杯声和房间里大量陌生人的嗡嗡声一下子全涌了过来，令我感觉自己又回到了家中。,125,41
She drags me by the sleeve to the staircase.,她把我拽到了楼梯口。,44,10
Neither of those is technically a lie.,严格来说，这两句都不算说谎。,38,14
She sucks on her teeth.,她咂了咂牙齿。,23,7
She crosses her arms.,她抱起双臂。,21,6
She sighs in relief.,她松了口气。,20,6
"I didn't technically make any promises, but okay.",严格来说我并没有承诺什么，但没关系。,49,18
I wade through the crowd in the direction she points me in.,我顺着她指的方向挤进了人群。,59,14
Eventually I see them.,最终看到了他们。,22,8
Murdoch sits in the middle of the table flanked by his two sisters.,Murdoch坐在桌子中间，两侧分别是他的两个姐妹。,67,26
Cliff is sitting next to Dahlia.,Cliff坐在Dahlia旁边。,32,16
Holly's there too...,Holly也在...,20,10
"...sitting next to her fiance, whose dick I drained just a few nights ago.",...坐在她那位几天前差点被我吸干的未婚夫旁边。,74,24
Because of course he is.,当然是他了。,24,6
The smallest sister sighed wistfully.,最小的妹妹伤感地叹了口气。,37,13
The weasel titters.,鼬吃吃地笑了。,19,7
He looks a bit uneasy.,他看起来有点不自在。,22,10
He lifts his own bicep and gives it a quick smooch.,他举起自己的二头肌，快速亲了一口。,51,17
Both of the vixens snort.,两只雌狐都被逗笑了。,25,10
This might be too much.,太夸张了吧。,23,6
Perhaps I should wait for the group to split before crashing any conversations.,也许我该等这群人散了再说，免得被搅进他们的对话。,79,24
I've touched or been asked to touch the dick of every man at this table.,我主动，或被要求摸过这张桌子上所有男人的老二。,72,23
"I can tell that Murdoch is faking a smile right now, but I probably couldn't have if this were a few days ago.",看得出来Murdoch在装笑，不过放几天前就难讲了。,110,26
"Maybe if I just focus on the women, this won't stay too awkward.",也许我该把注意力放在女人们身上，这样不至于太尴尬。,64,25
At least the sisters recognize that.,至少她们姐妹俩还知道。,36,11
Dahlia put on a bashful look and Holly's lips tightened.,Dahlia摆出了一副害羞的样子，Holly则绷紧了嘴唇。,56,29
Why do they think I care at all about her school performance?,为什么她们会以为我在乎她在学校里的表现？,61,20
The two vixens looked at one another.,两只雌狐互相看了看。,37,10
It stuns me how ordinary Murdoch sounds when he lies.,Murdoch撒谎时的从容令我感到惊讶。,53,20
"I tilt my head, wondering if I heard that correctly.",我歪着头，不知道自己是不是听错了。,52,17
It really is.,确实。,13,3
But I have a bad feeling that declining the offer would get Murdoch into a heap of trouble.,但我有种不好的预感，拒绝这个邀请会给Murdoch带来一大堆麻烦。,91,33
Or worse--get me fired.,或是更糟：导致我被开除。,23,12
The smaller sister spoke up.,小妹大声说道。,28,7
"For the briefest moment I feel like the polite atmosphere shatters, and there's some contention in the air.",有那么一瞬间，礼貌的氛围似乎被打破，争执弥漫开来。,107,25
The couple leaves out the front door of the saloon and I let out a soft breath of relief.,看到这对情侣从酒馆前门离开，我轻轻松了口气。,89,22
"On the one hand, this could give me more time to spend with this sister.",一方面，这令我可以有更多时间和这位小妹在一起。,72,23
I could figure out if she knows something about Echo.,我想知道她是否了解回音镇的一些情况。,53,18
"On the other hand, I don't know a lick about telescopes.",另一方面，我对望远镜一无所知。,56,15
I might be in over my head.,可能会很狼狈。,27,7
She smiles wide.,她开心地笑了。,16,7
I have to admit...,我必须承认...,18,8
...I probably won't ever get an opportunity to see a telescope ever again if I pass this up.,...如果错过这个机会，我可能就再也无缘见到望远镜了。,92,27
I don't even know what they're supposed to look like.,我甚至不知道它长什么样。,53,12
Murdoch sighs.,Murdoch叹了口气。,14,12
I see her frown more prominently this time.,我看到她的眉头这次皱得更深了。,43,15
She shakes my paw.,她摇了摇我的爪子。,18,9
It's so small in my hand that I'm afraid I'd break it if I squeezed too hard.,她的手小巧到我生怕一用力就会把它捏碎。,77,19
"It feels embarrassing when people use my last name, and Mister, but maybe that's just because I'm not used to it.",别人念出我的姓，还有先生的时候我会感觉很尴尬，但也许只是因为我不习惯。,113,35
"As I go throughout the bells and whistles of my day, I can't help but wonder how this family keeps roping me into various activities without monetary compensation.",在度过了花里胡哨的一天后，我不禁想知道这家人是如何在没有金钱补偿的情况下还一直强迫我参加各种活动的。,163,50
